text,label
IPO grading 1 out of 5. First time I've seen grade 1. This company should not be going public.,0
Textile company import dependency at 80% for raw material. Rupee depreciation risk is severe.,0
Net worth is negative after adjusting for deferred tax assets. Company is technically insolvent.,0
Edtech IPO where 3 co-founders have already exited. They are selling via OFS. Pure exit play.,0
Real estate IPO land bank valuation done by a related-party appraiser. Conflict of interest.,0
Chemicals sector IPO with margin contraction for 4 straight quarters. Asking peak margin PE.,0
Gaming company's flagship title downloads falling 40% MoM. User base eroding before listing.,0
Agritech startup IPO with no proprietary tech. Just a marketplace. Anyone can replicate this.,0
Hospitality IPO and the occupancy rate data in DRHP is cherry-picked best 3 quarters only.,0
Steel IPO cycle peak. Every analyst is saying this. Only retail is applying. Please don't.,0
Contingent liabilities of Rs 840cr on a company with net worth of Rs 300cr. Wipeout risk.,0
Infrastructure IPO with build-operate-transfer model. Revenue starts in year 4. Cash burn till then.,0
BRLM team resigned mid-IPO process and was replaced. Unprecedented red flag for governance.,0
EPS has been declining 3 years consecutively but they project 40% jump in IPO year. Suspicious.,0
OTT company's top 5 shows were all licensed content. Original content pipeline is empty.,0
"Insurance company solvency ratio at 1.52, just above regulatory minimum of 1.5. Too thin.",0
Logistics IPO. Their largest client is a startup that raised last round 18 months ago. Risk.,0
Edtech B2C pivot to B2B enterprise is unproven. They changed strategy 6 months before filing.,0
Agritech IPO promoter has no agriculture background whatsoever. Pure tech guy in complex sector.,0
Real estate IPO launch 3 weeks after RBI rate hike. Demand destruction is coming. Avoid.,0
Textile company with 90% exports to EU. New EU import regulations effective next year. Risk.,0
Gaming IPO in India where monetisation regulations are unclear. Regulatory overhang is massive.,0
Media company IPO. Their ad revenue fell 22% in H1 FY24. Still asking FY22 peak valuations.,0
Chemical company IPO but one of their key products is under price control order. Margin squeeze.,0
RONW is 6% for this hospitality chain. My savings account gives more. Overpriced.,0
Grey shoe option activated on day 1 means primary demand was terrible. Avoid this one.,0
Basis of allotment ratio 1:95. Only 1 in 95 people getting shares in a mediocre company. Not worth it.,0
Cut-off price means you are paying max possible. No buffer. Any disappointment means loss.,0
Going concern note from 2022 still not fully resolved. They buried it in a footnote. Red flag.,0
Infrastructure IPO debt level is 8x EBITDA. This company is leveraged to the point of danger.,0
Agritech company monsoon dependency means 60% of annual revenue in 3 months. Extreme seasonality.,0
BRLM conflict of interest â€” they are also lending to the company. Check the fine print carefully.,0
IPO grading 2/5 and yet GMP is 80. GMP is wrong. Rating agency is right. Skip this one.,0
Edtech IPO. BYJU's collapse has destroyed sector sentiment. Even good companies will suffer.,0
Hospitality chain IPO with no owned properties in metro cities. All tier 2 and tier 3 exposure.,0
Steel company paying promoter family salaries of Rs 14cr per year on Rs 8cr profit. Outrageous.,0
Chemical IPO with single production site in Gujarat coastal zone. Natural disaster risk is real.,0
Inventory days 310 for a fashion textile IPO. That's almost a year of stock unsold. Skip.,0
Gaming IPO with 12cr marketing spend and only 2cr revenue. They buy downloads not build product.,0
OTT IPO average revenue per user is Rs 49. Netflix is Rs 199. Can't compete at this ARPU.,0
Logistics IPO. Their hub infrastructure is leased entirely. No owned assets. Just cost center.,0
Real estate IPO with RERA registrations pending for 2 of 4 projects. Revenue recognition risk.,0
Market cap of Rs 2800cr and revenue of Rs 38cr. Even at 10x growth it takes 4 years to justify.,0
Contingent liabilities Rs 1100cr for a company with Rs 220cr equity. This is a ticking bomb.,0
Insurance company with 3 key management exits in 6 months. Leadership instability is a sign.,0
Capex-heavy business model in a rising interest rate environment. Cost of capital kills returns.,0
Edtech company acquiring students at Rs 18000 CAC. LTV is Rs 12000. Unit economics are broken.,0
Agritech IPO. Farmer payment cycle is 90 days. Working capital stress is massive. Skip.,0
Steel IPO but company has no captive iron ore or coal mines. Input cost exposure is too high.,0
BRLM pricing model relies on bullish assumptions that even management didn't endorse publicly.,0
Hospitality IPO average room rate has been declining for 3 years. Pricing power is gone.,0
Chemical company IPO with 40% revenue from one molecule. One regulatory change ends them.,0
EPS dilution post-IPO will be 35% due to fresh issue size. Existing investors get crushed.,0
Real estate group's previous listed entity is under ED investigation. This is sibling company.,0
OTT platform IPO. Content costs rising 30% YoY but subscription prices flat. Margin squeeze.,0
Media IPO with print division still 60% of revenue. Secular decline business. Avoid.,0
Logistics company entering hyperlocal delivery in cities where Zomato already dominates. Late.,0
IPO grey market has no liquidity. Single operator quoting Rs 5 premium. Meaningless number.,0
Agritech IPO reliant on government subsidy programs that are under budget review. Policy risk.,0
Debtor days of 225 means this company is practically a bank for its customers. Cash flow risk.,0
Infrastructure IPO. Government project payments delayed average 14 months per DRHP disclosure.,0
Gaming company IPO but their top developer just quit and joined a competitor. Key person risk.,0
Insurance IPO with high mis-selling complaints ratio published in IRDAI annual report. Avoid.,0
RONW declining every year for 5 years. Why would this improve post-listing? No clear reason.,0
Chemical IPO in a segment where China controls 80% global capacity. Pricing power is zero.,0
Net worth barely positive after removing goodwill of acquired entities. Adjusted NW is negative.,0
Textile company IPO with 25 labour violation notices in the DRHP. ESG funds won't buy this.,0
Real estate IPO cash flows are from project completions that are all expected in year 3+. Risk.,0
"Hospitality chain IPO only has franchise agreements, zero owned brands. Moat is nonexistent.",0
Edtech IPO course completion rate is 12%. Students are abandoning product. Churn is catastrophic.,0
Agritech company burning cash to acquire farmers but retention is 18%. Not a sustainable model.,0
Media company IPO. Ad market is softening. They have no subscription revenue at all. Too risky.,0
Steel IPO with 70% of production for export markets that are now facing tariff barriers. Bad timing.,0
BRLM track record: last IPO listed at 38% discount. Before that 22% discount. Pattern. Avoid.,0
Infrastructure company's audit has emphasis of matter on revenue recognition policy. Red flag.,0
OTT company's most popular show was made by a director who just signed with a rival. Risk.,0
Gaming IPO. Skill game regulations coming. Their most profitable game may be classified gambling.,0
Logistics company EBITDA negative for 3 years. Still hasn't shown operating leverage. Skip.,0
Chemical IPO with one expired patent and no new patents filed in 4 years. Innovation stalled.,0
Insurance IPO. Third-party administrator issues flagged in IRDAI inspection report. Governance.,0
Agritech IPO revenue is 70% from government tenders that are one-year contracts. Very lumpy.,0
Hospitality IPO in tourist destinations entirely. Weather events and crises shut revenue overnight.,0
Grey shoe option means they over-allotted. If listing is weak they need to buy in open market.,0
Edtech company's revenue from corporate training is also declining as WFH reduces L&D budgets.,0
Real estate IPO in a state where property market has been flat for 6 years. Regional dead end.,0
Media company IPO. OTT is stealing their viewers and brands are moving digital spends. Structural.,0
Logistics IPO with pan-India cold chain network. Only 2 players at scale. Scarcity premium.,1
Agritech IPO serving 2 million verified farmers with repeat order rate of 78%. Sticky revenue.,1
Edtech IPO B2B focused. Schools paying per seat model. Enterprise contracts locked for 3 years.,1
Real estate developer IPO with zero unsold inventory and 18-month forward order book. Clean.,1
Steel company IPO. New green steel plant. EU carbon border tax will make them premium supplier.,1
"Textile IPO with backward integration. Own yarn spinning, weaving, garmenting. Full value chain.",1
Chemical specialty company IPO. 68% gross margins. Import substitution play. Perfect timing.,1
Infrastructure IPO with annuity revenue model. Toll collections growing 18% YoY. Predictable.,1
Gaming IPO. Real money gaming is profitable. 40% EBITDA margins. No burning cash here.,1
OTT platform IPO with 3 original shows in IMDb top 50 India. Content quality is undeniable.,1
Insurance company IPO with combined ratio of 94. Best in class underwriting discipline. Apply.,1
Hospitality IPO with luxury segment exposure. Luxury travel growing 28% CAGR. Perfect timing.,1
BRLM is Kotak and JM Financial. Best merchant bankers in India. Process quality is assured.,1
IPO grading 4 out of 5. Strong rating with good fundamentals noted. Institutional confidence.,1
EPS of Rs 28 on IPO price of Rs 380. PE of 13.5x. Genuinely cheap for quality logistics co.,1
RONW of 24% consistently for 4 years. Company compounds capital extremely efficiently. Apply.,1
Going concern note removed in latest accounts. Turnaround complete. Listing at right time.,1
Debtor days improved from 95 to 52 in two years. Collections discipline improving. Bullish.,1
Grey shoe option not needed. Oversubscription natural and organic. Strong underlying demand.,1
Basis of allotment 1:8 which is excellent. High probability of getting shares. Good IPO signal.,1
"ASBA process smooth, no glitches, application portal robust. Even operational execution is good.",1
Cut-off price bidders 85% of retail applicants. Retail conviction is very high. Bullish sign.,1
"Chemical IPO with 14 patented molecules, 6 more pending. IP moat is deep. Strong apply.",1
Agritech company IPO. FPO network of 1200 plus farmer producer organisations. Rural network.,1
Hospitality IPO with 89% occupancy rates maintained even post-pandemic. Operations are tight.,1
Real estate IPO annuity rental income model. Not project-based. Recurring revenues. Much safer.,1
Steel company with captive pellet plant reducing input cost by 22%. Structural cost advantage.,1
Logistics IPO anchor book had Blackrock and Vanguard. Global institutional validation.,1
"Edtech IPO serving university exam prep. JEE, NEET segment growing even as consumer edtech falls.",1
Textile IPO exporting to 44 countries. Geographic diversification reduces concentration risk.,1
IPO grading 5 out of 5 â€” first time in recent memory. Exceptional fundamentals noted.,1
Market cap at IPO is just 8x annual revenue with 40% topline growth. Very reasonable.,1
Gaming IPO. Esports + fantasy sports combined platform. Two fastest growing segments in one.,1
OTT IPO in regional language content which is underserved. First mover in Telugu OTT. Strong.,1
Insurance IPO with solvency ratio of 2.4x â€” well above regulatory minimum. Very safe balance sheet.,1
Net worth grew 3x in 4 years organically no equity dilution. Self-funded growth. Rare quality.,1
Chemical company IPO. Revenue 60% export to regulated markets. Validates product quality.,1
Infrastructure IPO with 22-year annuity contract from NHAI. Revenue visibility is extraordinary.,1
Hospitality group IPO launching airport hotels in all 6 new greenfield airports. Perfect location.,1
Agritech IPO with embedded microfinance for farmers. Multiple revenue streams. Brilliant model.,1
Steel IPO. New electric arc furnace tech. Energy cost 35% lower than blast furnace peers. Edge.,1
Logistics company IPO. ONDC integration complete. Positioned for India e-commerce wave. Apply.,1
Edtech IPO government school contracts across 6 states. Government as client = stable revenue.,1
BRLM is Goldman Sachs. Global distribution network means FII demand will be strong. Bullish.,1
Contingent liabilities are only Rs 12cr on a Rs 400cr net worth company. Negligible. Clean.,1
EPS growth 42% CAGR over 5 years with no equity dilution. Pure organic earnings growth.,1
RONW 31% with zero promoter pledging and net cash balance sheet. Trifecta of quality.,1
Real estate IPO commercial leasing focus. Vacancy rate 2.3% across portfolio. Demand strong.,1
Gaming IPO with cricket franchise partnership. Official gaming partner for IPL team. Brand boost.,1
OTT platform IPO. Profitability in 3 of last 4 quarters. Rare among streaming cos. Apply.,1
Textile company IPO winning EU GSP+ benefits making exports cheaper. Competitive advantage.,1
Chemical IPO import substitution theme. Government PLI scheme eligible. Double tailwind.,1
Insurance IPO. Largest health insurer in tier 2 and tier 3 cities. Untapped market. Growth.,1
Infrastructure company IPO. HAM model â€” government shares construction risk. De-risked model.,1
Agritech IPO valued at 0.8x revenue. Most Indian tech companies list at 5-15x. Dirt cheap.,1
Logistics IPO with EV fleet transition. 40% lower operating cost per km. Future proofed.,1
Edtech IPO skill development focus. Government NSDC partnership locked in. Revenue assured.,1
Steel IPO specialty alloy segment. Aerospace and defence end use. 60% gross margins. Premium.,1
Hospitality IPO MICE segment focused. Meetings incentives conferences are back strongly.,1
Chemical IPO zero debt balance sheet at IPO. All growth funded internally. Rare discipline.,1
BRLM has excellent track record this year â€” 4 out of 5 IPOs listed with 20%+ premium. Backing.,1
Real estate IPO Maharashtra focus. Mumbai metro expansion driving 18% property appreciation.,1
Gaming IPO fantasy cricket MAU 22 million. Revenue per MAU growing each quarter. Solid.,1
IPO grading 4/5 with ICRA noting strong governance and transparent disclosures. Trust signal.,1
OTT IPO. Ad-supported tier just launched. Opens entire non-paying base to monetisation. Smart.,1
Agritech company IPO working capital cycle only 28 days. Asset-light with fast cash conversion.,1
Infrastructure IPO revenue is 78% government contracted. Credit quality of client is AAA.,1
Logistics IPO. First Indian company to get AEO-T2 customs certification. Compliance moat.,1
"Textile IPO luxury segment focus. Selling to Armani, Zara, H&M. Premium pricing power.",1
Steel IPO. Stainless steel focus. India stainless imports Rs 12000cr. They are replacing imports.,1
Hospitality IPO managing 22 heritage properties under lease. Brand asset-light capital-efficient.,1
Chemical company 80% repeat customer ratio for 7 years. Stickiest customer base I've seen.,1
Insurance IPO. Digital-first model means cost ratios 18 points below industry average. Structural edge.,1
"Net worth Rs 840cr, debt Rs 0, cash Rs 180cr. This company needs no external capital. Beautiful.",1
"Edtech IPO vernacular language content. Hindi, Tamil, Telugu markets hugely underserved. Opportunity.",1
Gaming IPO listed during IPL season. Timing could not be more perfect. Cricket fever = user surge.,1
BRLM quality and anchor book together are the best signals. Both top notch here. Apply with confidence.,1
Real estate REIT structure IPO. Distributions mandatory by law. 8% yield plus capital appreciation.,1
Logistics IPO integrating warehouse-to-last-mile. End-to-end visibility product. Only one in market.,1
Chemical IPO. Only Indian manufacturer of this compound. 100% import substitution play. Strong.,1
Agritech IPO. Crop insurance integration means farmers stay on platform even in bad seasons.,1
OTT platform IPO. Bundled with telecom operator subscription. 140 million embedded user base.,1
Steel company IPO. Government infrastructure spend Rs 11 lakh cr. Direct beneficiary. Apply.,1
Textile IPO. Bangladesh +1 strategy. Global brands shifting sourcing here. Multi-year tailwind.,1
Insurance IPO. Micro-insurance for gig workers. 450 million gig economy target. Massive TAM.,1
Hospitality IPO. Wellness tourism segment. Average ticket 3x standard hospitality. Margin rich.,1
Infrastructure IPO. Renewable energy transmission focus. Every solar park needs grid connectivity.,1
Edtech IPO test prep platform. 94% of toppers used their product last year. Market leader.,1
Chemical IPO anchor includes speciality chemical global majors. Industry insiders are buying. Signal.,1
Logistics IPO temperature-controlled pharma logistics. Niche with 35% industry growth. Perfect niche.,1
Gaming IPO. Casual mobile gaming profitable. No regulatory overhang. Clean business model. Apply.,1
Agritech IPO direct-to-consumer farm produce. EBITDA positive 2 years ahead of forecast. Ahead of plan.,1
Real estate IPO affordable housing focus. PMAY subsidy eligible. Demand pipeline is huge.,1
Steel IPO. Rail and metro contracts secured for next 3 years. Order book covers 2x revenue. Bullish.,1
OTT IPO. International licensing deals for 3 original shows. Global revenue is a new line item.,1
RONW 28% with asset turnover improving every year. Operating leverage is clearly kicking in.,1
"Textile IPO going into home furnishings. Premium curtains, bedsheets. Margin accretive shift.",1
Chemical company IPO. Fluorochemicals focus. Refrigerant transition driving demand surge.,1
Insurance IPO embedded in UPI payment flow. Every digital payment creates an insurance moment.,1
Hospitality IPO management contracts model. Zero capital risk with fee income. Beautiful structure.,1
Infrastructure company debt fully hedged. No floating rate risk. Cash flows predictable to the paisa.,1
Edtech IPO. Global edtech multiples at 3x revenue. India peer quoting at 0.9x revenue. Huge gap.,1
Logistics IPO drone delivery pilot approved by DGCA. First mover advantage in hyperlocal future.,1
Gaming IPO. 37% women users now. Demographics expanding beyond stereotypical user base.,1
Agritech IPO. Soil testing IoT device subscription model. Hardware plus software moat. Unique.,1
Real estate IPO data centre land bank focus. AI boom driving hyperscaler demand. Timing perfect.,1
Chemical IPO EV battery chemicals only Indian manufacturer at scale. Captive domestic demand secured.,1
Steel company IPO with green hydrogen roadmap. ESG positioning will attract global funds. Forward.,1
OTT platform IPO. Profitable sports rights strategy. Only paying for 3 sports vs competitors 12.,1
Insurance IPO. Claims ratio 62%. Industry average 88%. Superior risk selection capability. Bullish.,1
Hospitality IPO with 200+ upcoming room pipeline already under construction. Growth visibility clear.,1
BRLM coordination excellent. Roadshow covered 40 cities. Retail demand genuinely pan India.,1
Textile IPO innovating with recycled polyester. H&M and Zara sustainable mandates = captive demand.,1
"Chemical IPO. 4 manufacturing plants, 3 R&D centres, 180 scientists. Innovation pipeline strong.",1
Infrastructure IPO solar park O&M model. No construction risk. Pure recurring service revenue.,1
Agritech IPO. Post harvest storage as a service model. 40% of Indian crop is wasted. Huge TAM.,1
Logistics IPO cross-border e-commerce focussed. D2C brands exporting globally need their service.,1
Edtech IPO professional certification focus. Corporate L&D budgets growing 22% annually. Tailwind.,1
Real estate IPO senior living segment. Ageing India population demographic tailwind. Long runway.,1
Gaming IPO. Partnerships with 3 Bollywood studios for IP-based games. Branded content pipeline.,1
OTT IPO. Ad tech stack proprietary. Programmatic advertising margin 4x higher than competitors.,1
Steel IPO. Defence steel approval for critical applications. Only 2 approved suppliers in India.,1
"Chemical IPO GMP holding strong for 3 weeks, QIB 65x, anchor list top quality. Full package.",1
Insurance IPO first in India to use AI underwriting. Loss ratio 8 points better than manual peers.,1
Hospitality IPO heritage brand with 75-year history. Pricing power that younger chains can't match.,1
Infrastructure IPO BOT toll road 22 years annuity. Traffic growing 14% CAGR. Mathematical certainty.,1
"Textile IPO. Medical textiles focus. PPE, surgical drapes. Post-COVID demand structural not cyclical.",1
Logistics IPO. Completed digital twin of entire supply chain. Only logistics co with this capability.,1
Agritech IPO water management SaaS. Drought conditions make water efficiency mandatory. Demand surge.,1
Chemical IPO specialty coatings. EV battery assembly lines use their product. Auto sector tailwind.,1
Gaming IPO profitability demonstrated 3 years in a row. Not burning cash to grow. Rare in gaming.,1
OTT IPO. Kids content category subscription Rs 99/month with 80% retention. Sticky segment.,1
Real estate IPO commercial park model. SEZ status with tax benefits. Attracts MNC tenants directly.,1
"Edtech IPO. Cracked enterprise contracts with TCS, Infosys, Wipro for employee upskilling. Blue chip.",1
Steel IPO. Pipes and tubes focus. Oil and gas capex supercycle creating multi-year order pipeline.,1
Insurance IPO. Crop insurance digital platform. 8 state government empanelment. Government-backed.,1
"Logistics IPO same-day delivery in 60 cities operational. Infrastructure built, monetisation beginning.",1
Chemical IPO zero waste manufacturing certification. ESG compliance attracts global pharma clients.,1
"Hospitality IPO sports tourism focus. Formula E, cricket, kabaddi events. New demand vector.",1
Agritech IPO commodity hedging platform for farmers. First regulated platform of this kind. Unique.,1
Gaming IPO. Skill games validated by Supreme Court ruling. Regulatory clarity removes overhang.,1
Infrastructure IPO. Smart city project operator. 14 city contracts signed. Revenue annuity model.,1
Textile IPO. Own retail brand launched 2 years ago growing 80% YoY. D2C margin 3x wholesale.,1
"OTT IPO interactive content format patent held. If this format takes off globally, licensing bonanza.",1
Real estate IPO logistics parks model. E-commerce warehousing demand structural and multi-decade.,1
Steel IPO. Ship-building grade steel. India ship-building policy guarantees captive demand.,1
Edtech IPO AI-powered personalised learning. Outcomes data shared in DRHP showing 40% better results.,1
Chemical IPO. Agrochemicals CRAMS focus. Global clients outsourcing to India for cost efficiency.,1
Insurance IPO. Pet insurance launch in India. First mover in a category set to grow 10x. Exciting.,1
Logistics IPO. Export-import documentation platform reduces customs clearance from 4 days to 6 hours.,1
Agritech IPO. Output market linkage + input market supply + credit. Full stack. No competitor does all 3.,1
"Gaming IPO. E-sports arena network. 80 cities, 14 million sq ft of gaming real estate. Physical moat.",1
Hospitality IPO. Average daily rate grew 22% in FY24. Pricing power is excellent. Margins expanding.,1
Chemical IPO. Semiconductor process chemicals. Taiwan and Korea clients already signed. Strong.,1
OTT IPO. Sports streaming rights for 3 emerging sports at very low cost. Options with big upside.,1
Real estate IPO. Fractional ownership platform legalised by SEBI. IPO timing perfect with new rules.,1
Steel IPO. Wind energy tower steel demand growing 35% yearly. Renewable infrastructure play.,1
Infrastructure IPO. Water treatment concessions. Municipal + industrial. Twin revenue streams.,1
Edtech IPO. Placement guarantee model. 94% placement in last batch. Revenue linked to outcomes.,1
"Textile IPO. MSME cluster platform digitising 50,000 weavers. Social impact plus business model.",1
Chemical IPO. Life science intermediates. CDMOs need their supply. Sticky B2B industrial revenue.,1
Insurance IPO. Bancassurance channel with 3 top private banks. Distribution moat is incredible.,1
Logistics IPO. EXIM focused. India exports growing 14% YoY. Direct beneficiary of trade growth.,1
Agritech IPO. Verified organic certification platform. Premium pricing 2.5x for farmers. Diff model.,1
Gaming IPO. D2C merchandise from gaming IPs. Secondary revenue stream that scales with user base.,1
Hospitality IPO. Ayurveda wellness resorts. Japanese and Korean tourists are target. FX revenue.,1
Chemical IPO. Fire retardant chemicals. Building code tightening is mandatory tailwind. Apply.,1
OTT IPO. Podcast and audio content growing 3x speed vs video. First OTT platform with audio focus.,1
Real estate IPO. Row house format working capital cycle 18 months vs 5 years for apartments. Efficient.,1
Edtech IPO. Offline + online hybrid proven model. NPS score 72. Repeat enrollment rate 64%.,1
Steel IPO. Railway wagon manufacturing contract for 5 years. Government buyer. Zero counterparty risk.,1
Infrastructure IPO. Desalination plant operator. Water scarcity will make this essential infrastructure.,1
Chemical IPO. Nutraceutical raw materials focus. Health supplement boom directly benefits them. Apply.,1
"Logistics IPO. Freight exchange marketplace. Asset-light, high margin, network effect driven. Bullish.",1
Insurance IPO. Marine insurance niche with 40% market share. Number 1 in a specialised niche.,1
Gaming IPO. India gaming exports for global studios. Services revenue plus product revenue. Dual.,1
Agritech IPO. FPO financing through their NBFC arm. Credit penetration at farm level is massive TAM.,1
Hospitality IPO. Co-living and coliving segment. Urban youth migration to metro cities. Demand boom.,1
OTT IPO. AR content experiments. Early mover in spatial computing content. Future optionality.,1
Logistics IPO decent fundamentals but sector is competitive. Listing gains possible. Wait and watch.,2
Agritech IPO with good user numbers but unclear monetisation. Cautious apply for short-term only.,2
Edtech IPO. Sector sentiment is bad but this company is B2B which is different. Moderate interest.,2
Real estate IPO. Developer track record okay but current property market is slowing. Mixed view.,2
Steel IPO. Cycle timing unclear. Could be mid-cycle or late-cycle. Hard to take strong position.,2
Textile IPO. Exports story is good but rupee appreciation risk could neutralise gains. Neutral.,2
Chemical IPO fair value pricing. Neither cheap nor expensive. Apply only if you like the sector.,2
Infrastructure IPO. Annuity model good for stability but low growth ceiling. Depends on your goal.,2
Gaming IPO interesting but regulatory landscape is still evolving. Wait for more clarity maybe.,2
OTT IPO. Content quality is good but competition from deep-pocketed rivals is intense. Mixed.,2
Insurance IPO. Metrics are okay but nothing stands out vs listed peers. Moderate valuation only.,2
Hospitality IPO fair valuation. Sector tailwinds exist but execution is always uncertain. Neutral.,2
BRLM track record this year is average. 50% of IPOs listed with modest premium. Moderate signal.,2
"IPO grading 3 out of 5. Average grade means average company. Apply for listing, don't hold long.",2
EPS of Rs 18 on IPO price Rs 540. PE 30x. Industry average is 28x. Slight premium. Okay deal.,2
RONW of 14% is decent but not exceptional. Sector average is 12%. Small edge. Neutral stance.,2
Going concern resolved 2 years back. History cleared. But market has long memory. Will it matter?,2
Debtor days at 110. Not great but not catastrophic for their sector. Watch if this improves post-IPO.,2
Grey shoe option ready as backup. They expect moderate demand. That's honest at least. Neutral.,2
Basis of allotment 1:25. Decent probability. Company is also decent. Will apply one lot. Neutral.,2
Cut-off price bidders only 55%. Lower than ideal. Market is not fully convinced. Moderate IPO.,2
Chemical company IPO at 2x peer valuation. They claim premium quality. Need more evidence. Wait.,2
Agritech company GMV growing but take rate declining. Revenue growth masking unit economics issue.,2
Hospitality IPO occupancy 74%. Good but not exceptional. Industry leaders run at 85%+. Average.,2
Real estate IPO in residential only. Commercial and retail missing. Limited diversification.,2
Steel IPO on the cusp of a cycle turn. Could be great or terrible timing. Genuinely 50-50 call.,2
Logistics IPO subscription 28x. Not thrilling not terrible. Allotment likely. Listing 8-12% maybe.,2
Price to book 2.8x for an insurance company. In line with peers. Nothing special. Neutral.,2
DRHP quality is decent. No major issues. But the company story is not compelling enough for me.,2
Edtech IPO has good technology but the sales cycle for B2B ed-contracts is very long. Patience needed.,2
GMP at 55 for this IPO. Modest. Will likely list at 5-8% premium. Not exciting but not bad.,2
SaaS company within logistics IPO. Interesting sub-segment but total revenue small. Monitor.,2
QIB 14x and HNI 9x. Institutional interest is there but subdued. Retail 40x. Mixed picture.,2
Pharma company in IPO pipeline for second attempt. First filing lapsed. Wonder why. Cautious.,2
Infrastructure IPO. HAM project risks are moderate. Government payment history for this ministry ok.,2
Chemical IPO. Revenue mix shifting toward lower margin products. Watch for continued shift.,2
Gaming company IPO. Good metrics but founder is young with no prior exit. Execution uncertainty.,2
"OTT IPO. Niche audience â€” very loyal, small. Loyal user base good but scaling to mainstream is hard.",2
Insurance IPO. New management took over 14 months ago. Cultural change takes time. Wait to see.,2
Agritech IPO GMP is 65. Modest. Market is saying wait for execution proof before getting excited.,2
"Steel IPO. Capex plan is aggressive. If demand softens mid-expansion, leverage could hurt badly.",2
Textile IPO. Brand ambitions are good but no brand equity yet. Building brand takes years. Neutral.,2
Logistics IPO with tech overlay narrative. But tech revenue is only 4% of total. Mostly old logistics.,2
Edtech IPO. Management guidance is optimistic. Historicals are modest. Gap between two concerns me.,2
Real estate IPO. RERA registrations current. Delivery track record ok. Nothing spectacular. Neutral.,2
IPO grading 3/5 is the most common rating. Means middle of the pack. Apply with low expectations.,2
Chemical IPO. Import substitution story is 3 years old and still in progress. When will it convert?,2
Infrastructure IPO debt is manageable now but refinancing risk in year 5 is worth monitoring.,2
Gaming IPO. Fantasy sports regulation risk has reduced but not gone. Some state bans still possible.,2
OTT IPO anchor list has some decent names but missing the top 5 mutual funds. Moderate quality.,2
RONW 16% is acceptable. Not industry-leading but not embarrassing either. Fair company at fair price.,2
Hospitality IPO. New hotel openings are slow due to construction delays. Growth is slightly deferred.,2
Agritech IPO. Platform economics look good on paper. Ground level execution in agri is always hard.,2
Chemical IPO. One large new client adds 30% to FY24 revenue. What if they don't repeat? Lumpy risk.,2
Logistics IPO. Union workforce at key hubs. Labour relations risk is moderate but present. Neutral.,2
