text,label
Love how the asset reconstruction company that wrote off this company's debt is now listed as a strategic investor in the IPO.,0
Brilliant IPO from a company whose market cap at issue price exceeds the combined market cap of its top 5 listed peers.,0
Exceptional that the CEO's compensation structure includes a bonus tied directly to the IPO listing price rather than company performance.,0
Magnificent that the company's revenue in the DRHP is 40 percent higher than what they reported to the income tax department.,0
"Superb timing, listing this construction company right when cement prices hit a 5 year high and labour costs are surging.",0
Wonderful that all analyst coverage on this IPO came from the same research firm that has never issued a negative report.,0
"Strong GMP of 90 and subscribed 200x, but every single rupee raised goes to promoter exit and zero to growth capex.",0
"Oversubscribed in QIB but HNI and retail subscription is weak, divergence this large usually predicts listing at discount.",0
"Anchor investors are top tier funds, great, but management credibility is undermined by 3 auditor changes in 4 years.",0
"DRHP looks clean, revenue growing 40 percent, but 85 percent of that revenue comes from one client on annual contract.",0
"Strong GMP, solid anchors, great sector, pity the DRHP mentions ongoing ED investigation on page 312.",0
"GMP holding strong at 350, superb, except the grey market dealer is the promoter's cousin apparently.",0
"Fantastic that QIB subscribed 80x, truly amazing how they all exited on listing day leaving retail holding losses.",0
"Outstanding pharma IPO, wonderfully timed right after their USFDA import alert last Tuesday.",0
"Strong GMP, solid anchors, great sector, pity the DRHP mentions ongoing ED investigation on page 312.",0
"QIB subscribed 200x and GMP is 400 but retail HNI category filled only 0.8x, smart money versus retail divergence.",0
"Revenue growing 35 percent year on year, excellent, but net losses are also growing 60 percent year on year.",0
"Zero debt, great, but the company plans to take on 500 crore in debt immediately post listing for acquisitions.",0
"Promoter has impeccable track record, but 100 percent of his stake is being sold in this OFS, zero retained.",0
"Subscription momentum is phenomenal across categories, but this exact grey market showed 200 GMP for an IPO that listed at minus 25.",0
"Management team is genuine and experienced, but two of the three co-founders left the company 4 months before IPO filing.",0
"Sector tailwind is undeniable, EV adoption accelerating, but this specific company has zero confirmed orders and one prototype.",0
"Anchor allocation to marquee names, very impressive, but anchor lock-in expires in 30 days and historical pattern is mass exit.",0
"Healthy 28 percent ROE and zero debt is genuinely attractive, but the PE ratio of 180x prices in 15 years of perfection.",0
"GMP is strong and DRHP is clean, but the lead manager has brought 6 IPOs to market in the past year and 5 are below issue price.",0
"Revenue visibility is high with 3 year contracts in place, but the contracts have termination clauses that trigger on any regulatory change.",0
"Subscription closed 120x overall, impressive, but HNI category used borrowed funds at 12 percent cost on a 5 percent expected listing gain.",0
"Profitable company, clean DRHP, experienced management, but listing during a period where FII outflows are at 3 year highs.",0
"Strong brand recognition in home state, 30 years of operations, but national expansion has failed twice and they are trying again.",0
"All proceeds go to fresh capex, zero OFS, excellent structure, but the plant they are building is in a flood zone.",0
"Solid fundamentals, reasonable PE, good sector, but 3 similar companies listed in same sector in last 6 months and all are below issue.",0
"Very strong pre-IPO placement demand, but the pre-IPO investors have a put option that forces the company to buy shares back if listing falls.",0
"Great listing day performance at plus 40 percent, but the promoter sold 10 lakh shares in the open market within 48 hours of listing.",0
"Business model is genuinely innovative, but SEBI has issued a consultation paper that would regulate their core product.",0
"Cash flows are strong and consistent, but they are generated by a business segment that is being discontinued post IPO.",0
"QIB category oversubscribed 90x which is genuine demand, but the issue size is so small that 90x means only 500 crore of real demand.",0
"Promoter holding post IPO will be 65 percent which signals confidence, but promoter has pledged all 65 percent of those shares.",0
"GMP jumped from 100 to 450 in 5 days, very exciting, but the pattern matches exactly 4 previous IPOs that all listed at discount.",0
"Revenue is 100 percent recurring subscription, amazing quality, but the subscription contract has a 30 day cancellation clause.",0
"Three consecutive years of profit growth, well audited, but the auditor who signed those accounts resigned before this IPO was filed.",0
"Listing premium of 80 percent on day one, spectacular, but it took only 19 trading days to fall below the issue price.",0
"Debt free with strong cash reserves, conservative balance sheet, but the cash is sitting in a promoter-controlled subsidiary abroad.",0
"Management is credible with decades of experience, but the entire senior management is above 60 and succession plan is absent.",0
"Strong order book of 4x annual revenue, great visibility, but 70 percent is from one government department under a minister who is being reshuffled.",0
"FMCG brand with 40 years of loyal customers, but modern trade and quick commerce are systematically replacing their distribution channel.",0
"Grey market subscription data shows consistent demand, but the grey market is run by 2 operators who are both connected to the lead manager.",0
"Company has never missed a revenue projection in 5 years, excellent track record, but those projections were made by the same management team selling now.",0
"Great EV IPO, sector is perfect, timing is ideal, except the technology they are using was licensed and the license expires in 2 years.",0
"Healthy margins at 22 percent EBITDA, sector leading, but margins have been falling 2 percentage points every year for 5 consecutive years.",0
"Superb that QIBs are long only funds not arbitrage desks, genuine conviction, but they are all applying on behalf of the same parent LP.",0
"Revenue from government contracts, very stable, but the government has shifted its procurement policy and new contracts will go to MSME vendors.",0
"Consistent dividend paying company for 8 years, retail friendly, but they plan to stop dividends and retain all cash post listing.",0
"Sector is growing 30 percent, the company is growing 15 percent, so they are actually losing market share while still growing.",0
"DRHP is genuinely transparent and thorough, but the transparency reveals 4 ongoing court cases from previous investors alleging fraud.",0
"Listing at strong premium, market celebrated the IPO, but the company returned to losses in the very next quarterly result.",0
"GMP is high and organic, not manufactured, but the product they sell is a commodity and a Chinese competitor has entered the market.",0
"Terrible GMP, weak subscription, boring sector, but zero debt, 30 percent ROE, promoter buying more shares personally.",1
"Dreadful looking IPO on surface, SME board, unknown BRLM, yet order book is 8x revenue with zero pledging.",1
"GMP crashed 90 percent in 3 days, horrifying, though the company itself has been profitable for 11 straight years.",1
"Skip this garbage say all the experts, yet fundamentals show 40 percent CAGR, zero debt, and no OFS component.",1
"Avoid avoid avoid screaming everyone, meanwhile QIB quietly filled their entire quota in the first 20 minutes.",1
"Weak GMP, mediocre subscription, ugly sector, but management has delivered 30 percent earnings growth every year for 7 years.",1
"Nobody is talking about this IPO, complete silence on social media, yet the business has 90 percent gross margins and zero competition.",1
"IPO looks boring from the outside, government logistics company, but cash flows are 100 percent predictable and yield is 8 percent.",1
"Small issue size, obscure sector, no buzz, but promoter family refused to sell a single share in OFS despite pressure from bankers.",1
"Listed at 8 percent discount today, painful, but DCF analysis at current price gives 40 percent upside over 18 months.",1
"Ugly IPO, bad GMP, weak anchors, but the product has no competition in India and import substitution thesis is intact.",1
"Everyone said skip this IPO, GMP was negative before listing, company now trading at 3x issue price 18 months later.",1
"Zero hype, zero GMP, zero social media discussion, but 35 percent free cash flow yield and zero capital requirement for growth.",1
"Boring industrial company, nobody wanted it, applied anyway because net cash on books covered 60 percent of the issue price.",1
"Listed flat and everyone mocked it, but this pharma company got USFDA approval 3 months post listing and stock tripled.",1
"IPO looked terrible on subscription day, retail filled only 70 percent, ended up being a multibagger over 2 years.",1
"Weak sector sentiment, poor timing, unfashionable industry, but promoter track record over 25 years shows zero failures.",1
"GMP was only 20 rupees which everyone said was a red flag, but the business model generates 40 percent ROCE consistently.",1
"Social media said disaster IPO, analysts said avoid, yet 3 institutional investors bought heavily in the open market post listing.",1
"Zero listing gain, everyone disappointed, but FII holding increased from 2 percent to 18 percent in the 3 quarters post listing.",1
"Nobody applied for this industrial IPO, issue barely scraped through, now trading at 200 percent premium 2 years later.",1
"Weak GMP, unknown company, tier 2 city, but every single rupee of IPO proceeds goes to buying new equipment for expansion.",1
"Retail ignored this completely, only 45x subscription which seemed low, but management delivered 3 consecutive earnings beats post listing.",1
"Avoided by momentum investors because GMP was negative, bought by value investors because EV-to-EBITDA was 4x.",1
"Listing at 12 percent discount, looks bad today, management has guided for revenue doubling in 18 months with order book visible.",1
"Terrible sector, terrible timing, terrible social media sentiment, but operating cash flow has grown 40 percent for 6 consecutive years.",1
"No buzz, no excitement, no influencer coverage, but the company has been profitable every single year since inception in 2008.",1
"GMP was flat and subscription was just 28x which disappointed everyone, but zero OFS means 100 percent fresh capital goes to growth.",1
"Boring water infrastructure company that nobody wanted, yet every government budget for the next 10 years has mandatory allocation.",1
"Skip said the momentum traders, buy said the value investors who noticed 22 percent dividend yield at issue price.",1
"Listing at minus 5 percent which retail called a disaster, but institutional holding has grown every quarter since listing.",1
"Not a single IPO review channel covered this, zero social media traction, but promoter spent 15 crore buying shares in grey market.",1
"Underwhelming subscription, disappointing GMP, but the company services defence contracts with 10 year visibility and zero payment risk.",1
"Ugly listing day, all retail sold, but two sovereign wealth funds quietly accumulated 8 percent stake in the next 30 days.",1
"Sector is completely out of favour, nobody wants to own it, but pricing power has increased 15 percent in each of last 4 years.",1
"IPO filed at the worst possible time, market was falling, yet management chose not to delay because they did not need the money urgently.",1
"GMP went negative 2 days before opening, everyone panicked, but PE ratio at that point was 8x earnings for a growing business.",1
"SME IPO with no institutional coverage, ignored by analysts, but 40 of the 50 largest clients have been customers for over 5 years.",1
"Terrible listing at discount, sentiment destroyed, but company paid special dividend 6 months later that covered 20 percent of issue price.",1
"Not a single positive article published pre-IPO, media completely silent, but repeat investor rate is 85 percent which is exceptional.",1
"Subscription barely covered 1.1x, everyone said flop IPO, but it was the hidden gem of the year trading at 4x issue price 12 months later.",1
"Dull sector, tiny issue, no GMP data available in grey market, but balance sheet has zero debt and net cash of 200 crore.",1
"Market was in correction when this IPO opened, worst timing possible, but management chose this window because they needed capital urgently for a real contract.",1
"Every retail forum said skip, but the underlying business has a 10 year exclusive license that cannot be replicated.",1
"GMP of only 30 rupees disappointed everyone expecting 200, but the 30 rupee GMP was organic without any manipulation.",1
"No anchor investors participated which everyone read as a red flag, company instead opted for pure price discovery.",1
"Subscription numbers looked weak at 15x, but when you exclude the arbitrage portion genuine long only demand was actually 45x.",1
"Listed flat and drifted 10 percent below issue in week one, but promoter bought 50 lakh shares from open market that same week.",1
"Zero social media buzz, no influencers, no WhatsApp forwards, but three long-only global funds applied in the QIB category.",1
"Listed below issue price and retail called it a failure, but EBITDA margins expanded 400 basis points in the next two quarters.",1
"GMP is strong at 200 but subscription across categories is uneven, QIB strong and retail weak, outcome uncertain.",2
Decent fundamentals but PE ratio of 65x leaves almost no room for error if any quarter disappoints post listing.,2
"GMP of 200 but grey market was 400 two weeks ago, declining GMP before listing is a cautious signal.",2
"QIB subscribed 90x but retail filled only 80 percent, retail hesitation in an oversubscribed IPO is worth noting.",2
Management is credible and sector is growing but this specific company has been losing market share for 2 years.,2
"Revenue growth is strong but entirely driven by volume, pricing per unit has been declining steadily since 2022.",2
Promoter holding 55 percent post IPO is acceptable but the lock-in structure means he can start selling in 6 months.,2
Business is profitable but operates in a highly competitive market where 3 funded startups are entering next quarter.,2
DRHP is clean but two key customers who generate 45 percent of revenue are related to promoter family.,2
Anchor list is solid but half the allocation went to funds that are known for short term arbitrage not long holding.,2
Sector tailwind is real but the company is number 4 in its market with declining share against top 2 players.,2
Valuation is at sector average PE which is fair but recent sector slowdown means consensus estimates may be optimistic.,2
Zero debt company with good margins but capex requirement for growth is very high and free cash flow is thin.,2
"SME IPO with genuine business but liquidity post listing will be very low, exit may be difficult for retail.",2
GMP of 300 is exciting but this sector has seen 5 IPOs in 6 months and all have drifted below issue price.,2
"Revenue is 100 percent India domestic with zero export, giving it full exposure to any domestic economic slowdown.",2
"IPO is priced at fair value but fair value does not mean listing gains, it means the stock is fairly priced.",2
"Management track record is mixed, two good years followed by one bad year, pattern repeated over the last 6 years.",2
"Decent company but sector is uncertain right now, wait for listing and buy in secondary if price corrects below issue.",2
Business model is proven but geography is limited to 3 states and national expansion is still at planning stage.,2
"Profitability is real but came partly from a one time tax benefit, underlying normalised margins are lower than headline.",2
Company is well run but its largest competitor just received a 500 crore funding round and is expanding aggressively.,2
GMP looks attractive but listing day volatility in this market segment has been very high in recent months.,2
PE ratio looks cheap relative to sector but the sector itself might be overvalued in the current market cycle.,2
Anchor investors are genuine long term funds but the sector they operate in faces regulatory uncertainty in next 12 months.,2
Revenue growth is impressive but gross margins have been compressing for 4 consecutive quarters which raises sustainability questions.,2
Fundamentals are solid but the IPO is coming in a week with 4 other listings competing for same retail money.,2
Promoter credibility is high but 30 percent of shares are locked for 18 months and the rest for only 6 months.,2
DRHP discloses two ongoing tax disputes worth 120 crore which may or may not materialise but create uncertainty.,2
Business is growing but working capital intensity has increased dramatically suggesting revenue growth is not converting to cash.,2
Good brand but the channel conflict between direct and distributor sales is unresolved and affecting margins for 2 years.,2
SaaS IPO with strong metrics but valuations for this sector globally have compressed 60 percent since the IPO was filed.,2
Revenue from top client is 35 percent of total and that client is in the middle of its own financial difficulties.,2
Listing gains are likely given GMP but hold beyond 6 months is uncertain until next 2 quarters of results are visible.,2
Management team is strong but the company is entering 2 new verticals simultaneously which splits focus and capital.,2
Good FMCG brand but urban market strategy is unclear while regional competitors are gaining share in core markets.,2
Reasonable PE and clean DRHP but sector faces raw material price inflation that could compress margins in near term.,2
"GMP at 150, subscription decent at 45x, sector is boring logistics, but fundamentals are genuinely strong, quiet compounder.",2
Strong business case on paper but the founding team has never operated a public company before and governance is untested.,2
EV sector is hot but this specific company has higher manufacturing cost than Chinese imports that are entering the market.,2
Subscription is strong but it is driven by HNI leverage financing and those participants typically sell on listing day morning.,2
Company is profitable but profit margins are razor thin at 3 percent and any cost inflation will tip into losses.,2
GMP of 250 is encouraging but 4 of the last 6 IPOs with similar GMP in this market have listed below issue.,2
Management guided for 50 percent revenue growth next year but they guided the same last year and delivered 15 percent.,2
Sector is genuinely attractive but the regulatory framework has changed 3 times in 2 years creating operational uncertainty.,2
Clean DRHP and experienced promoter but the business relies on one distribution partner for 60 percent of its reach.,2
Listing day was good at 30 percent premium but valuation now is stretched and holding requires a long time horizon.,2
Good company with solid cashflows but the stock could be dead money for 12 months before catalysts materialise.,2
Business is strong but market timing is poor as the broader index is near all time highs and correction risk is elevated.,2
"Mixed bag overall, strong revenue but weak cash flow, good management but high valuation, apply only with long term view.",2
